POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
11,40,Classified,14,33:45.425,+20.333,+1.924,3,2:23.701,175.5,ID Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jukka,Honkavuori,,,FIN,,,,,,,
12,28,Classified,14,33:47.955,+22.863,+2.530,7,2:23.797,175.3,GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lucas,Groeneveld,,,NLD,,,,,,,
13,8,Classified,14,33:49.169,+24.077,+1.214,3,2:23.637,175.5,Fach Auto Tech,Rookie,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,Fach,,,CHE,,,,,,,
14,29,Classified,14,33:50.186,+25.094,+1.017,5,2:23.510,175.7,GP Elite,Rookie,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,Van Eijndhoven,,,NLD,,,,,,,
15,13,Classified,14,33:55.238,+30.146,+5.052,14,2:24.257,174.8,Allied-Racing,Rookie,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,Tauscher,,,DEU,,,,,,,
16,95,Classified,14,33:59.076,+33.984,+3.838,5,2:24.139,174.9,IronForce Racing by Phoenix,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Richard,Wagner,,,DEU,,,,,,,
17,23,Classified,14,34:00.288,+35.196,+1.212,7,2:24.476,174.5,CarTech Motorsport by Nigrin,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lukas,Ertl,,,DEU,,,,,,,
18,6,Classified,14,34:02.364,+37.272,+2.076,10,2:24.730,174.2,Black Falcon,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Carlos,Rivas,,,LUX,,,,,,,
19,75,Classified,14,34:03.123,+38.031,+0.759,5,2:24.366,174.7,Huber Racing,Rookie,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ariel,Levi,,,ISR,,,,,,,
20,20,Classified,14,34:05.199,+40.107,+2.076,5,2:24.587,174.4,HP Racing International,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Harald,Proczyk,,,AUT,,,,,,,
21,9,Classified,14,34:08.748,+43.656,+3.549,6,2:24.180,174.9,Fach Auto Tech,Rookie,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lorcan,Hanafin,,,GBR,,,,,,,
22,96,Classified,14,34:09.892,+44.800,+1.144,5,2:25.063,173.8,IronForce Racing by Phoenix,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jan-Erik,Slooten,,,DEU,,,,,,,
23,84,Classified,14,34:11.200,+46.108,+1.308,8,2:24.740,174.2,CarTech Motorsport by Nigrin,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ahmad,Alshehab,,,KWT,,,,,,,
24,31,Classified,14,34:13.738,+48.646,+2.538,5,2:24.948,174.0,HRT Performance,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sebastian,Freymuth,,,DEU,,,,,,,
25,5,Classified,14,34:16.937,+51.845,+3.199,3,2:25.424,173.4,Black Falcon,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sören,Spreng,,,DEU,,,,,,,
26,2,Classified,14,34:22.095,+57.003,+5.158,3,2:25.516,173.3,Huber Racing,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Georgi,Donchev,,,BGR,,,,,,,
27,98,Classified,14,34:31.934,+1:06.842,+9.839,4,2:25.002,173.9,HP Racing International,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jan,Seyffert,,,DEU,,,,,,,
28,10,Classified,14,34:44.619,+1:19.527,+12.685,7,2:27.680,170.7,HRT Performance,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Matthias,Jeserich,,,DEU,,,,,,,
29,44,Classified,14,34:51.577,+1:26.485,+6.958,6,2:25.696,173.1,ID Racing,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jonas,Greif,,,DEU,,,,,,,
30,69,Classified,14,35:04.347,+1:39.255,+12.770,9,2:29.086,169.1,HRT Performance,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Holger,Harmsen,,,DEU,,,,,,,
,27,Not classified,0,,,,0,,,GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Daan,Van Kuijk,,,NLD,,,,,,,
,7,Not classified,0,,,,0,,,Fach Auto Tech,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Christof,Langer,,,DEU,,,,,,,
