POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
16,53,Classified,12,27:39.828,+15.271,+2.355,5,2:07.615,138.5,MC MOTORTECNICA,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,,NAVAJO,,,ITA,,,,,,,
17,88,Classified,12,27:39.996,+15.439,+0.168,6,2:06.835,139.3,GM SPORT,ESP,CCS,CCS-CHA/ESP-CHA,,,,,,,,,,,,,Loic,LABEDA,,,FRA,,,,,,,
18,210,Classified,12,27:40.954,+16.397,+0.958,6,2:07.337,138.8,AST COMPETITION,ITA,CCS,CCS-JUN/ITA-JUN,,,,,,,,,,,,,Vladimir,LOBACHEV,,,,,,,,,,
19,82,Classified,12,27:41.150,+16.593,+0.196,6,2:07.341,138.8,MC MOTORTECNICA,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Pierluigi,STURLA,,,ITA,,,,,,,
20,3,Classified,12,27:41.640,+17.083,+0.490,7,2:07.325,138.8,STUCKI MOTORSPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Daniel,NYFFELER,,,CHE,,,,,,,
21,40,Classified,12,27:42.065,+17.508,+0.425,7,2:07.511,138.6,TEAM LUCAS,,CCS,CCS-GEN,,,,,,,,,,,,,Laurent,DZIADUS,,,FRA,,,,,,,
22,64,Classified,12,27:43.798,+19.241,+1.733,6,2:07.579,138.5,GM SPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Romain,LAVOCAT,,,FRA,,,,,,,
23,38,Classified,12,27:43.995,+19.438,+0.197,6,2:07.450,138.7,ESSE CORSE,ITA,,ITA-CHA,,,,,,,,,,,,,Sandro,CUTTINI,,,ITA,,,,,,,
24,9,Classified,12,27:44.497,+19.940,+0.502,5,2:07.241,138.9,STUCKI MOTORSPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Andreas,STUCKI,,,CHE,,,,,,,
25,21,Classified,12,27:45.088,+20.531,+0.591,4,2:08.205,137.8,AST COMPETITION,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,Stephan,POLDERMAN,,,NDL,,,,,,,
26,99,Classified,12,27:36.241,+21.684,+1.153,4,2:06.340,139.9,GM SPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Guillaume,MAIO,,,FRA,,,,,,,
27,22,Classified,12,27:47.397,+22.840,+1.156,5,2:08.183,137.9,WESTBOURNE MOTORSPORT,,CCS,CCS-JUN,,,,,,,,,,,,,Daire,FLOCK,,,IRL,,,,,,,
28,66,Classified,12,27:47.402,+22.845,+0.005,5,2:07.708,138.4,UNIQ RACING,ITA,,ITA-CHA,,,,,,,,,,,,,Youssef,GABER,,,EGY,,,,,,,
29,999,Classified,12,27:47.409,+22.852,+0.007,5,2:08.728,137.3,GPA RACING,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,Horn,HORN,,,FRA,,,,,,,
30,73,Classified,12,27:47.499,+22.942,+0.090,4,2:08.983,137.0,MC MOTORTECNICA,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,Andrea,CHIERICHETTI,,,ITA,,,,,,,
31,11,Classified,12,27:48.115,+23.558,+0.616,4,2:06.449,139.8,RANGONI,,CCS,CCS-JUN,,,,,,,,,,,,,Nikola,TOSIC,,,SRB,,,,,,,
32,103,Classified,12,27:48.305,+23.748,+0.190,5,2:06.742,139.4,RANGONI,ESP,CCS,CCS-JUN/ESP-JUN,,,,,,,,,,,,,Stefan,STOJKOV,,,SRB,,,,,,,
33,33,Classified,12,27:49.490,+24.933,+1.185,5,2:09.396,136.6,GM SPORT,,CCS,CCS-GEN,,,,,,,,,,,,,Michel,FAYE,,,FRA,,,,,,,
34,95,Classified,12,27:50.573,+26.016,+1.083,6,2:09.492,136.5,GPA RACING,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,Gael,ROSTANT,,,FRA,,,,,,,
35,115,Classified,12,27:53.772,+29.215,+3.199,3,2:10.492,135.4,GPA RACING,,CCS,CCS-GEN,,,,,,,,,,,,,Stéphane,NEVERS,,,FRA,,,,,,,
36,14,Classified,12,27:58.176,+33.619,+4.404,3,2:11.008,134.9,STUCKI MOTORSPORT,,CCS,CCS-GEN,,,,,,,,,,,,,Udo,BRUNNER,,,DEU,,,,,,,
37,12,Classified,12,28:02.610,+38.053,+4.434,12,2:08.608,137.4,AST COMPETITION,,CCS,CCS-JUN,,,,,,,,,,,,,Maximus,BUXTON,,,GBR,,,,,,,
38,6,Classified,10,28:39.221,2 Laps,2 Laps,8,2:25.507,121.5,GPA RACING,ESP,CCS,CCS-CHA/ESP-CHA,,,,,,,,,,,,,Yokeshwaran,KRISHNAVELU,,,IND,,,,,,,
39,24,Classified,9,21:15.511,3 Laps,1 Lap,7,2:07.183,139.0,SEVENHILLS,ITA,,ITA-JUN,,,,,,,,,,,,,Adam,SASCHA,,,ITA,,,,,,,
,2,Not classified,7,15:44.169,,,6,2:06.132,140.1,SEVENHILLS,ITA,,ITA-GEN,,,,,,,,,,,,,Eric,BORSANI,,,ARG,,,,,,,
,199,Not classified,6,13:16.938,,,3,2:07.968,138.1,LDR PERFORMANCE TUNING,ITA,CCS,CCS-JUN/ITA-JUN,,,,,,,,,,,,,Ben,JENKINS,,,GBR,,,,,,,
,165,Not classified,4,9:27.633,,,3,2:09.489,136.5,RANGONI,,CCS,CCS-GEN,,,,,,,,,,,,,Rolando,BORDACCHINI,,,ITA,,,,,,,
,19,Not classified,2,14:05.278,,,0,,,ASD SCUDERIA VENANZIO,ITA,,ITA-JUN,,,,,,,,,,,,,Francesco,PAGANO,,,ITA,,,,,,,
,84,Not classified,1,2:11.448,,,0,,,RANGONI,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Mattia,LANCELLOTTI,,,ITA,,,,,,,
,127,Disqualified,12,27:26.122,,,11,2:05.686,140.6,MILAN COMPETITION,ITA,CCS,,,,,,,,,,,,,,Gael,CASTELLI,,,FRA,,,,,,,
